img_name,raw_height,raw_width,X,Y,D
test_422,1424,2144,373,20,1388
test_423,1424,2144,373,20,1388
test_424,1424,2144,373,20,1386
test_425,1424,2144,373,20,1388
test_426,1424,2144,372,21,1388
test_427,1424,2144,373,20,1388
test_428,1424,2144,373,21,1386
test_429,1424,2144,373,20,1388
test_43,1424,2144,370,18,1388
test_430,1424,2144,373,20,1388
test_431,1424,2144,374,17,1394
test_432,1424,2144,374,21,1386
test_433,1424,2144,377,25,1387
test_434,1424,2144,373,22,1386
test_435,1424,2144,374,22,1384
test_436,1424,2144,374,21,1386
test_437,1424,2144,373,20,1386
test_438,1424,2144,374,21,1386
test_439,1424,2144,373,20,1388
test_44,1424,2144,370,18,1388
test_440,2848,4288,271,-283,3410
test_441,2848,4288,272,-282,3412
test_442,2848,4288,272,-281,3412
test_443,2848,4288,272,-284,3410
test_444,2848,4288,274,-285,3408
test_445,2848,4288,272,-287,3410
test_446,2848,4288,273,-279,3408
test_447,2848,4288,272,-280,3410
test_448,2848,4288,272,-281,3410
test_449,2848,4288,274,-287,3408
test_45,1424,2144,370,18,1388
test_450,2848,4288,274,-285,3408
test_451,2848,4288,274,-286,3408
test_452,2848,4288,278,-286,3408
test_453,2848,4288,277,-288,3412
test_454,2848,4288,272,-280,3410
test_455,2848,4288,273,-281,3408
test_456,2848,4288,272,-281,3408
test_457,2848,4288,278,-283,3408
test_458,2848,4288,272,-287,3410
test_459,2848,4288,275,-285,3406
test_46,1424,2144,370,18,1388
test_460,2848,4288,273,-280,3408
test_461,2848,4288,271,-282,3412
test_462,2848,4288,273,-280,3410
test_463,2848,4288,274,-279,3404
test_464,2848,4288,272,-282,3408
test_465,2848,4288,273,-283,3410
test_466,2848,4288,274,-283,3410
test_467,2848,4288,273,-281,3406
test_468,2848,4288,274,-283,3410
test_469,2848,4288,270,-284,3410
test_47,1424,2144,370,18,1388
test_470,2848,4288,269,-286,3410
test_471,2848,4288,272,-278,3408
test_472,2848,4288,269,-286,3412
test_473,2848,4288,272,-284,3406
test_474,2848,4288,270,-285,3410
test_475,2848,4288,272,-280,3410
test_476,2848,4288,271,-280,3408
test_477,2848,4288,272,-281,3408
test_478,2848,4288,268,-288,3412
test_479,2848,4288,270,-284,3406
test_48,1424,2144,371,16,1392
test_480,2848,4288,271,-286,3408
test_481,2848,4288,278,-278,3413
test_482,2848,4288,272,-285,3412
test_483,2848,4288,271,-284,3410
test_484,2848,4288,272,-284,3410
test_485,2848,4288,273,-284,3410
test_486,2848,4288,272,-286,3412
test_487,2848,4288,274,-284,3406
test_488,2848,4288,273,-279,3406
test_489,2848,4288,271,-280,3408
test_49,1424,2144,370,17,1390
test_490,2848,4288,273,-283,3408
test_491,2848,4288,272,-280,3408
test_492,2848,4288,271,-285,3412
test_493,2848,4288,272,-283,3412
test_494,2848,4288,270,-283,3414
test_495,2848,4288,268,-289,3420
test_496,2848,4288,273,-283,3410
test_497,2848,4288,270,-286,3410
test_498,2848,4288,270,-287,3412
test_499,2848,4288,271,-278,3410
test_5,1424,2144,370,17,1388
test_50,1424,2144,370,17,1390
test_500,2848,4288,268,-286,3412
test_501,2848,4288,278,-321,3492
test_502,2848,4288,272,-279,3408
test_503,2848,4288,272,-279,3408
test_504,2848,4288,270,-285,3414
test_505,2848,4288,272,-283,3406
test_506,2848,4288,270,-285,3410
test_507,2848,4288,270,-287,3410
test_508,2848,4288,271,-285,3410
test_509,2848,4288,278,-283,3408
test_51,1424,2144,369,18,1390
test_510,2848,4288,271,-282,3410
test_511,2848,4288,271,-286,3412
test_512,2848,4288,269,-288,3412
test_513,2848,4288,274,-279,3404
test_514,2848,4288,272,-284,3408
test_515,2848,4288,272,-280,3406
test_516,2848,4288,270,-282,3408
test_517,2848,4288,273,-280,3406
test_518,2848,4288,271,-278,3408
test_519,2848,4288,272,-280,3406
test_52,1424,2144,378,-11,1448
test_520,2848,4288,269,-282,3412
test_521,2848,4288,271,-285,3418
test_522,2848,4288,274,-278,3408
test_523,2848,4288,267,-281,3408
test_524,2848,4288,265,-285,3416
test_525,2848,4288,267,-281,3408
test_526,2848,4288,267,-283,3410
test_527,2848,4288,267,-282,3408
test_528,2848,4288,269,-278,3410
test_529,2848,4288,267,-280,3408
test_53,1424,2144,370,18,1388
test_530,2848,4288,267,-282,3410
test_531,2848,4288,268,-281,3408
test_532,2848,4288,268,-281,3408
test_533,2848,4288,269,-296,3440
test_534,2848,4288,268,-287,3416
test_535,2848,4288,260,-287,3418
test_536,2848,4288,264,-284,3412
test_537,2848,4288,266,-284,3412
test_538,1536,2048,287,29,1470
test_539,1536,2048,286,27,1472
test_54,1424,2144,370,17,1388
test_540,1536,2048,286,28,1470
test_541,1536,2048,286,28,1472
test_542,1536,2048,287,29,1470
test_543,1536,2048,284,24,1474
test_544,1536,2048,287,27,1474
test_545,1536,2048,288,27,1470
test_546,1536,2048,287,29,1470
test_547,1536,2048,287,28,1468
test_548,1536,2048,287,27,1470
test_549,1536,2048,287,28,1470
test_55,1424,2144,370,17,1388
test_550,1536,2048,287,28,1470
test_551,1536,2048,287,28,1470
test_552,1536,2048,287,28,1470
test_553,1536,2048,287,29,1468
test_554,1536,2048,290,28,1472
test_555,1536,2048,287,28,1470
test_556,1536,2048,288,29,1468
test_557,1536,2048,287,27,1472
test_558,1536,2048,290,30,1472
test_559,1536,2048,286,28,1472
test_56,1424,2144,370,20,1388
test_560,1536,2048,287,27,1472
test_561,1536,2048,286,28,1472
test_562,1536,2048,289,29,1468
test_563,1536,2048,287,28,1470
test_564,1536,2048,287,27,1472
test_565,1536,2048,288,29,1468
test_566,1536,2048,287,29,1470
test_567,1536,2048,287,29,1470
test_568,1536,2048,287,29,1470
test_569,1536,2048,287,27,1470
test_57,1424,2144,370,18,1388
test_570,1536,2048,286,28,1472
test_571,1536,2048,287,27,1470
test_572,1536,2048,286,28,1472
test_573,1536,2048,287,27,1472
test_574,1536,2048,287,29,1470
test_575,1536,2048,286,28,1470
test_576,1536,2048,286,28,1470
test_577,1536,2048,287,27,1472
test_578,1536,2048,287,28,1470
test_579,1536,2048,287,29,1470
test_58,1424,2144,369,17,1390
test_580,1536,2048,286,27,1472
test_581,1536,2048,286,27,1472
test_582,1536,2048,286,28,1470
test_583,1536,2048,286,27,1472
test_584,1536,2048,285,27,1472
test_585,1536,2048,287,29,1470
test_586,1536,2048,287,27,1472
test_587,1536,2048,287,27,1472
test_588,1536,2048,286,28,1470
test_589,1536,2048,287,29,1470
test_59,1424,2144,371,18,1388
test_590,1536,2048,288,29,1468
test_591,1536,2048,287,27,1470
test_592,1536,2048,288,28,1468
test_593,1536,2048,290,29,1466
test_594,1536,2048,287,27,1470
test_595,2848,4288,268,-279,3410
test_596,2848,4288,264,-279,3420
test_597,2848,4288,278,-274,3404
test_598,2848,4288,270,-288,3430
test_599,2848,4288,267,-280,3412
test_6,1424,2144,370,19,1386
test_60,1424,2144,371,17,1388
test_600,2848,4288,271,-277,3406
test_601,2848,4288,268,-278,3412
test_602,2848,4288,268,-285,3422
test_603,2848,4288,269,-281,3412
test_604,2848,4288,270,-280,3408
test_605,2848,4288,274,-278,3413
test_606,2848,4288,268,-280,3410
test_607,2848,4288,268,-279,3408
test_608,2848,4288,269,-281,3412
test_609,2848,4288,274,-278,3413
test_61,1424,2144,371,18,1386
test_610,2848,4288,268,-280,3412
test_611,2848,4288,268,-278,3408
test_612,2848,4288,278,-274,3404
test_613,2848,4288,269,-278,3410
test_614,1536,2048,287,27,1472
test_615,1536,2048,288,29,1468
test_616,1536,2048,287,27,1472
test_617,1536,2048,288,27,1470
test_618,1536,2048,292,32,1470
test_619,1536,2048,287,27,1470
test_62,1424,2144,370,17,1390
test_620,1536,2048,288,28,1470
test_621,1536,2048,289,29,1468
test_622,1536,2048,288,28,1468
test_623,1536,2048,290,30,1472
test_624,1536,2048,288,28,1470
test_625,1536,2048,288,29,1468
test_626,1536,2048,287,27,1470
test_627,1536,2048,289,29,1468
test_628,1536,2048,287,28,1470
test_629,1536,2048,288,29,1468
test_63,1424,2144,370,18,1388
test_630,2848,4288,274,-278,3413
test_631,2848,4288,269,-284,3420
test_632,2848,4288,270,-279,3406
test_633,2848,4288,270,-279,3406
test_634,2848,4288,268,-281,3410
test_635,2848,4288,278,-274,3404
test_636,2848,4288,271,-277,3404
test_637,2848,4288,269,-278,3406
test_638,2848,4288,269,-282,3410
test_639,2848,4288,274,-279,3408
test_64,1424,2144,371,19,1386
test_640,2848,4288,268,-282,3416
test_65,1424,2144,370,18,1388
test_66,1424,2144,373,21,1391
test_67,1424,2144,370,18,1388
test_68,1424,2144,370,18,1388
test_69,1424,2144,372,20,1386
test_7,1424,2144,370,17,1388
test_70,1424,2144,370,18,1388
test_71,1424,2144,370,18,1388
test_72,1424,2144,370,18,1388
test_73,1424,2144,370,17,1390
test_74,1424,2144,372,18,1386
test_75,1424,2144,371,18,1386
test_76,1424,2144,370,18,1388
test_77,1424,2144,370,18,1388
test_78,1424,2144,371,18,1386
test_79,1424,2144,369,12,1392
test_8,1424,2144,371,19,1386
test_80,1424,2144,370,18,1388
test_81,1424,2144,369,17,1388
test_82,1424,2144,370,18,1388
test_83,1424,2144,371,18,1386
test_84,1424,2144,375,23,1387
test_85,1424,2144,372,20,1386
test_86,1424,2144,371,18,1386
test_87,1424,2144,370,17,1388
test_88,1424,2144,371,19,1386
test_89,1424,2144,371,17,1388
test_9,1424,2144,372,18,1386
test_90,1424,2144,371,19,1386
test_91,1424,2144,371,18,1386
test_92,1424,2144,371,19,1386
test_93,1424,2144,370,18,1388
test_94,1424,2144,369,17,1390
test_95,1424,2144,371,18,1386
test_96,1424,2144,369,19,1388
test_97,1424,2144,371,18,1388
test_98,1424,2144,372,19,1386
test_99,1424,2144,371,20,1384
train_1,1424,2144,370,18,1388
train_10,1424,2144,371,18,1388
train_100,1424,2144,370,17,1390
train_1000,1424,2144,371,18,1386
train_1001,1424,2144,370,17,1388
train_1002,1424,2144,371,18,1388
train_1003,1424,2144,370,17,1390
train_1004,1424,2144,370,18,1388
train_1005,1424,2144,371,18,1386
train_1006,1424,2144,370,18,1388
train_1007,1424,2144,371,18,1388
train_1008,1424,2144,371,18,1388
train_1009,1424,2144,371,18,1388
train_101,1424,2144,375,23,1389
train_1010,1424,2144,370,17,1390
train_1011,1424,2144,370,19,1386
train_1012,1424,2144,370,17,1388
train_1013,1424,2144,371,18,1388
train_1014,1424,2144,371,18,1386
train_1015,1424,2144,371,19,1386
train_1016,1424,2144,370,18,1388
train_1017,1424,2144,370,17,1390
train_1018,1424,2144,371,18,1388
train_1019,1424,2144,371,17,1388
train_102,1424,2144,370,17,1388
train_1020,1424,2144,371,16,1390
train_1021,1424,2144,371,18,1388
train_1022,1424,2144,370,17,1388
train_1023,1424,2144,371,17,1388
train_1024,1424,2144,371,18,1388
train_1025,1424,2144,371,17,1390
train_1026,1424,2144,371,18,1386
train_1027,1424,2144,371,18,1388
train_1028,1424,2144,370,16,1392
train_1029,1424,2144,370,16,1390
train_103,1424,2144,370,17,1390
train_1030,1424,2144,370,16,1390
train_1031,1424,2144,372,20,1384
train_1032,1424,2144,371,18,1386
train_1033,1424,2144,373,12,1400
train_1034,1424,2144,371,18,1386
train_1035,1424,2144,371,19,1386
train_1036,1424,2144,371,18,1388
train_1037,1424,2144,370,17,1388
train_1038,1424,2144,371,19,1386
train_1039,1424,2144,371,17,1388
train_104,1424,2144,370,17,1390
train_1040,1424,2144,371,18,1388
train_1041,1424,2144,371,17,1388
train_1042,1424,2144,370,17,1388
train_1043,1424,2144,371,18,1388
train_1044,1424,2144,371,18,1388
train_1045,1424,2144,370,17,1388
train_1046,1424,2144,370,17,1388
train_1047,1424,2144,371,18,1386
train_1048,1424,2144,370,17,1390
train_1049,1424,2144,371,18,1388
train_105,1424,2144,370,17,1388
train_1050,1424,2144,371,18,1388
train_1051,1424,2144,371,17,1388
train_1052,1424,2144,372,18,1386
train_1053,1424,2144,371,18,1388
train_1054,1424,2144,371,18,1388
train_1055,1424,2144,371,18,1386
train_1056,1424,2144,372,18,1386
train_1057,1424,2144,372,20,1384
train_1058,1424,2144,371,17,1388
train_1059,1424,2144,371,18,1388
train_106,1424,2144,371,18,1388
train_1060,1424,2144,372,19,1386
train_1061,1424,2144,371,18,1386
train_1062,1424,2144,371,18,1388
train_1063,1424,2144,371,18,1386
train_1064,1424,2144,371,18,1388
train_1065,1424,2144,371,18,1386
train_1066,1424,2144,371,18,1388
train_1067,1424,2144,375,21,1389
train_1068,1424,2144,371,18,1388
train_1069,1424,2144,371,18,1386
train_107,1424,2144,370,19,1388
train_1070,1424,2144,371,18,1388
train_1071,1424,2144,371,19,1386
train_1072,1424,2144,371,18,1386
train_1073,1424,2144,372,18,1386
train_1074,1424,2144,371,18,1386
train_1075,1424,2144,371,18,1388
train_1076,1424,2144,371,18,1388
train_1077,1424,2144,371,18,1386
train_1078,1424,2144,371,18,1386
train_1079,1424,2144,372,18,1386
train_108,1424,2144,370,17,1390
train_1080,1424,2144,372,18,1386
train_1081,1424,2144,371,17,1388
train_1082,1424,2144,371,18,1386
train_1083,1424,2144,371,18,1388
train_1084,1424,2144,371,18,1388
train_1085,1424,2144,371,16,1390
train_1086,1424,2144,371,17,1388
train_1087,1424,2144,371,18,1386
train_1088,1424,2144,372,19,1384
train_1089,1424,2144,370,17,1390
train_109,1424,2144,371,18,1388
train_1090,1424,2144,371,18,1386
train_1091,1424,2144,371,18,1386
train_1092,1424,2144,371,18,1388
train_1093,1424,2144,371,18,1386
train_1094,1424,2144,370,19,1386
train_1095,1424,2144,370,16,1390
train_1096,1424,2144,370,19,1388
train_1097,1424,2144,370,18,1388
train_1098,1424,2144,370,18,1388
train_1099,1424,2144,370,18,1388
train_11,1424,2144,370,18,1388
train_110,1424,2144,369,18,1390
train_1100,1424,2144,370,16,1390
train_1101,1424,2144,370,17,1388
train_1102,1424,2144,370,18,1388
train_1103,1424,2144,371,16,1392
train_1104,1424,2144,371,19,1386
train_1105,1424,2144,370,16,1390
train_1106,1424,2144,371,18,1386
train_1107,1424,2144,371,18,1386
train_1108,1424,2144,370,18,1388
train_1109,1424,2144,370,18,1388
train_111,1424,2144,370,20,1388
train_1110,1424,2144,371,18,1388
train_1111,1424,2144,371,19,1386
train_1112,1424,2144,371,18,1386
train_1113,1424,2144,370,18,1388
train_1114,1424,2144,371,19,1386
train_1115,1424,2144,369,18,1390
train_1116,1424,2144,371,10,1404
train_1117,1424,2144,371,18,1386
train_1118,1424,2144,371,19,1386
train_1119,1424,2144,371,19,1386
train_112,1424,2144,371,18,1388
train_1120,1424,2144,370,20,1386
train_1121,1424,2144,376,-3,1430
train_1122,1424,2144,370,17,1390
train_1123,1424,2144,371,18,1388
train_1124,1424,2144,370,18,1388
train_1125,1424,2144,371,19,1386
train_1126,1424,2144,370,18,1388
train_1127,1424,2144,371,18,1388
train_1128,1424,2144,370,18,1388
train_1129,1424,2144,371,19,1386
train_113,1424,2144,373,21,1391
train_1130,1424,2144,370,18,1388
train_1131,1424,2144,373,21,1391
train_1132,1424,2144,370,15,1392
train_1133,1424,2144,371,18,1388
train_1134,1424,2144,370,18,1388
train_1135,1424,2144,370,18,1388
train_1136,1424,2144,371,18,1386
train_1137,1424,2144,371,18,1386
train_1138,1424,2144,370,18,1388
train_1139,1424,2144,370,17,1388
train_114,1424,2144,370,18,1390
train_1140,1424,2144,370,18,1386
train_1141,1424,2144,370,18,1388
train_1142,1424,2144,370,18,1388
train_1143,1424,2144,370,19,1388
train_1144,1424,2144,371,18,1388
train_1145,1424,2144,370,18,1388
